Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1784840910,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840911,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840912,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840913,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840914,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840915,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840916,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840917,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840918,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840919,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840920,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840921,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840922,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840923,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840924,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840925,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840926,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840927,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1784840928,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840929,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840930,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840931,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840932,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840933,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840934,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840935,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840936,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840937,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840938,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840939,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840940,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840941,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840942,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840943,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840944,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840945,5,,Aggregated,0.000000,0.000000,15000,15000,17000,17000,17000,17000,17000,17000,17000,17000,17000,4,4,14000,14859.590593725443,13105.595666915178,17114.17600000277,197.0
1784840946,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840947,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840948,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840949,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840950,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840951,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840952,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840953,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840954,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840955,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840956,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840957,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840958,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840959,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840960,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840961,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840962,5,,Aggregated,0.000000,0.000000,16000,17000,17000,17000,34000,34000,34000,34000,34000,34000,34000,8,8,16000,17758.70086962823,13105.595666915178,34244.51370805036,197.0
1784840963,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840964,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840965,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840966,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840967,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840968,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840969,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840970,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
1784840971,5,,Aggregated,0.000000,0.000000,16000,16000,17000,17000,34000,35000,35000,35000,35000,35000,35000,12,12,16000,18649.53897917682,13105.595666915178,34888.1985420594,197.0
